,CASE_ENQUIRY_ID,OPEN_DT,TARGET_DT,CLOSED_DT,OnTime_Status,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,SubmittedPhoto,ClosedPhoto,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,LATITUDE,LONGITUDE,Source,Geocoded_Location
627768,101001575223,09/10/2015 03:18:39 PM,10/10/2015 03:18:39 PM,09/22/2015 12:16:28 PM,ONTIME,Closed,Case Closed. Closed date : 2015-09-22 12:16:28.08 NOVIO: No Violation Found/No Cause,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,17-25 Piedmont St  Boston  MA  02116,4.0,1C,2.0,A1,Back Bay,6.0,05,501.0,,17-25 Piedmont St,2116.0,Address,347100.0,42.3594,-71.0587,Constituent Call,"(0, 0)"
628231,101001575934,09/11/2015 11:50:00 AM,10/11/2015 11:50:49 AM,09/14/2015 09:06:10 AM,ONTIME,Closed,Case Closed. Closed date : 2015-09-14 09:06:10.83 ADCLSD: Administratively Closed,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,109 Ellington St  Dorchester  MA  02121,7.0,03,4.0,B3,Greater Mattapan,8.0,Ward 14,1406.0,RL,109 Ellington St,2121.0,Address,52826.0,42.3015,-71.0807,Constituent Call,"(42.3015, -71.0807)"
630105,101001578473,09/15/2015 07:45:51 AM,10/15/2015 07:45:51 AM,10/02/2015 09:39:55 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-02 09:39:55.763 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,12 Locust St  Dorchester  MA  02125,6.0,03,2.0,C6,Dorchester,5.0,Ward 7,708.0,CD,12 Locust St,2125.0,Address,86890.0,42.3235,-71.0563,Constituent Call,"(42.3235, -71.0563)"
631124,101001579889,09/16/2015 08:46:21 AM,10/16/2015 08:46:21 AM,10/23/2015 11:20:18 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-10-23 11:20:18.44 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,175 W Second St  South Boston  MA  02127,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,601.0,R3,175 W Second St,2127.0,Address,124579.0,42.3416,-71.0518,Constituent Call,"(42.3416, -71.0518)"
631172,101001579971,09/16/2015 09:22:05 AM,10/16/2015 09:22:05 AM,10/01/2015 09:39:04 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-01 09:39:04.99 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,46 Gerrish St  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2211.0,RL,46 Gerrish St,2135.0,Address,63569.0,42.3563,-71.1648,Constituent Call,"(42.3563, -71.1648)"
631936,101001581148,09/17/2015 09:48:54 AM,10/17/2015 09:48:54 AM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,1011 Blue Hill Ave  Dorchester  MA  02124,8.0,07,4.0,B3,Greater Mattapan,9.0,Ward 14,1411.0,CL,1011 Blue Hill Ave,2124.0,Address,16111.0,42.2898,-71.09,Constituent Call,"(42.2898, -71.09)"
632064,101001581343,09/17/2015 11:46:49 AM,10/17/2015 11:46:49 AM,11/10/2015 09:25:21 AM,OVERDUE,Closed,Case Closed. Closed date : 2015-11-10 09:25:21.103 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,52-54 Langley Rd  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2207.0,R2,52-54 Langley Rd,2135.0,Address,83984.0,42.3496,-71.1658,Constituent Call,"(42.3496, -71.1658)"
632875,101001582540,09/18/2015 02:36:00 PM,10/18/2015 02:36:49 PM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,INTERSECTION of E Seventh St & Salerno Pl  South Boston  MA,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 7,702.0,,INTERSECTION E Seventh St & Salerno Pl,,Intersection,8335.0,42.3322,-71.0393,Constituent Call,"(42.3322, -71.0393)"
634675,101001585066,09/22/2015 10:41:00 AM,10/22/2015 10:41:01 AM,09/25/2015 11:12:43 AM,ONTIME,Closed,Case Closed. Closed date : 2015-09-25 11:12:43.42 NOVIO: No Violation Found/No Cause,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,74-76 Torrey St  Dorchester  MA  02124,8.0,07,4.0,B3,Dorchester,9.0,17,1708.0,E,74-76 Torrey St,2124.0,Address,136313.0,42.2869,-71.0746,Constituent Call,"(42.2869, -71.0746)"
634795,101001585235,09/22/2015 12:36:00 PM,10/22/2015 12:36:09 PM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,3 Whitman St  Dorchester  MA  02124,8.0,07,4.0,B3,Dorchester,9.0,Ward 17,1708.0,R2,3 Whitman St,2124.0,Address,171798.0,42.2878,-71.0776,Constituent Call,"(42.2878, -71.0776)"
635254,101001585938,09/23/2015 09:48:40 AM,10/23/2015 09:48:40 AM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,89-97 Chester St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 21,2104.0,CM,89-97 Chester St,2134.0,Address,30894.0,42.3538,-71.1278,Constituent Call,"(42.3538, -71.1278)"
635472,101001586268,09/23/2015 01:46:41 PM,10/23/2015 01:46:41 PM,10/23/2015 11:55:43 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-23 11:55:43.57 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,4 Athol St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2202.0,R3,4 Athol St,2134.0,Address,5914.0,42.3614,-71.134,Constituent Call,"(42.3614, -71.134)"
636535,101001597790,09/25/2015 08:49:18 AM,10/25/2015 08:49:18 AM,10/23/2015 11:23:14 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-23 11:23:14.633 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,58 Foster St  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2209.0,R2,58 Foster St,2135.0,Address,59668.0,42.3487,-71.157,Constituent Call,"(42.3487, -71.157)"
638445,101001600470,09/29/2015 10:13:00 AM,10/29/2015 10:13:55 AM,,OVERDUE,Open,,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,INTERSECTION of Carmel St & Delle Ave  Mission Hill  MA,9.0,10A,8.0,B2,Mission Hill,14.0,Ward 10,1002.0,,INTERSECTION Carmel St & Delle Ave,,Intersection,2451.0,42.3318,-71.1005,Constituent Call,"(42.3318, -71.1005)"
639490,101001601938,09/30/2015 03:03:07 PM,10/30/2015 03:03:07 PM,10/23/2015 11:53:55 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-23 11:53:55.86 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,70 Empire St  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 22,2201.0,R3,70 Empire St,2134.0,Address,53774.0,42.3584,-71.1273,Constituent Call,"(42.3584, -71.1273)"
639727,101001602267,10/01/2015 07:18:20 AM,10/31/2015 07:18:20 AM,10/23/2015 11:52:10 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-23 11:52:10.74 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,870 E Sixth St  South Boston  MA  02127,6.0,05,2.0,C6,South Boston,5.0,06,609.0,R2,870 E Sixth St,2127.0,Address,127908.0,42.3336,-71.0262,Constituent Call,"(42.3336, -71.0262)"
639730,101001602272,10/01/2015 07:21:47 AM,10/31/2015 07:21:47 AM,10/26/2015 11:40:26 AM,ONTIME,Closed,Case Closed. Closed date : 2015-10-26 11:40:26.267 VIOCOR: Violation Corrected,Trash on Vacant Lot,Inspectional Services,Environmental Services,Trash on Vacant Lot,ISD_Environmental Services (INTERNAL),ISD,,,261 Silver St  South Boston  MA  02127,6.0,05,2.0,C6,South Boston / South Boston Waterfront,5.0,Ward 6,603.0,CM,261 Silver St,2127.0,Address,127406.0,42.3367,-71.0488,Constituent Call,"(42.3367, -71.0488)"
